state,2016,2017,2018,2019,2020
Oregon,89.22,91,91.77,91.38,92.55
Oregon,88.69,90.94,91.34,91.86,92.55
Oregon,91.13,93.08,93.95,93.02,92.55
Oregon,91.29,92.36,92.9,93.1,92.89
Oregon,93.39,93.55,94.04,93.86,92.9
Oregon,90.16,91.15,92.13,93.42,93.19
Oregon,90.41,91.4,92.29,93.43,93.79
Oregon,90.93,93.22,93.93,94.49,94.66
Oregon,94.13,95.21,95.46,95.02,96.39
Oregon,92.25,93.23,94.43,95.07,94.77
Oregon,90.15,91.69,92.51,93.63,94.37
Oregon,92.8,95.08,96.12,95.46,98.15
Oregon,92.59,94.55,95.23,94.93,95.35
Oregon,90.9,91.66,92.13,92.78,93.08
Oregon,93.39,93.46,93.55,94.12,94.56
Oregon,92.28,95.05,95.52,95.27,95
Oregon,92.78,93.5,95.59,95.53,93.4
Oregon,93.42,94.44,94.99,95.63,95.56
Oregon,89.54,91.71,92.28,93.18,95.64
Oregon,91.77,93.39,94.63,95.92,96.67
Pennsylvania,94.48,95.07,95.48,96.23,96.15
Pennsylvania,93.59,94.06,94.71,95.21,95.14
Pennsylvania,92.27,93.13,93.71,94.13,94.51
Pennsylvania,93.89,94.36,94.92,95.11,94.94
Pennsylvania,93.78,94.13,95.13,95.52,95.54
Pennsylvania,91.79,92.68,93.34,94.11,94.42
Pennsylvania,94.18,94.8,95.04,95.73,95.32
Pennsylvania,94.59,94.39,95.19,95.44,95.26
Pennsylvania,93.8,94.64,95.48,95.93,95.83
Pennsylvania,94.85,95.49,95.78,96.11,95.42
Pennsylvania,91.69,92.53,93.4,94.22,94.82
Pennsylvania,95.13,95.9,96.42,95.36,89.76
Pennsylvania,92.01,92.36,92.97,93.64,94.88
Pennsylvania,95.15,95.37,95.75,95.92,95.94
Pennsylvania,94.67,95.16,95.64,96.04,95.89
Pennsylvania,92.88,93.42,93.43,94.06,94.03
Pennsylvania,91.88,91.83,92.93,93.59,92.61
Pennsylvania,93.45,94.11,94.35,94.4,94.23
Pennsylvania,94.7,94.9,95.12,95.41,95.54
Pennsylvania,93.23,94.02,94.15,94.7,94.17
Pennsylvania,94.93,95.81,96.2,96.6,96.54
Pennsylvania,93.83,94.3,95.01,95.35,95.64
Pennsylvania,92.46,93.22,94.01,94.4,93.81
Pennsylvania,94.94,95.25,96.18,95.51,93.99
Pennsylvania,92.93,93.5,94.1,94.58,94.59
Pennsylvania,92.16,92.55,92.69,92.65,92.69
Pennsylvania,95.5,94.58,93.72,95.37,94.64
Pennsylvania,93.6,94.31,94.7,95.2,96.08
Pennsylvania,94,93.52,94.35,94.69,94.75
Pennsylvania,93.01,94.31,95.58,95.21,95.08
Pennsylvania,92.71,93.34,93.7,94.43,94.62
Pennsylvania,92.27,92.16,92.74,93.42,92.79
Pennsylvania,94.79,95.32,95.7,95.83,95.47
Pennsylvania,94.7,95.64,96.11,96.68,97.17
Pennsylvania,93.49,94.56,95.23,95.65,95.76
Pennsylvania,94.54,95.32,96.01,96.26,96.38
Pennsylvania,93.47,93.51,93.81,93.71,93.63
Pennsylvania,93.5,94.21,94.69,95.55,95.1
Pennsylvania,92.28,92.95,93.5,94.22,93.79
Pennsylvania,92.42,93.01,93.74,94.19,93.95
Pennsylvania,92.67,93.82,94.78,94.95,94.92
Pennsylvania,92.15,92.55,93.17,93.96,93.51
Pennsylvania,93.81,94.18,94.73,94.84,94.19
Pennsylvania,94.79,95.81,96.4,96.52,96.5
Pennsylvania,89.71,90.76,92.11,93.48,93.77
Pennsylvania,94.1,94.76,95.38,95.8,95.52
Pennsylvania,94.66,95.6,97.77,98,98.3
Pennsylvania,93.32,94.26,94.72,95.24,95.42
Pennsylvania,93.22,94.91,95.53,95.28,95.77
Pennsylvania,94.82,95.66,96.25,96.57,96.62
Pennsylvania,87.48,88.67,89.8,90.83,91.21
Pennsylvania,90.14,92.16,92.59,92.26,92.17
Pennsylvania,94.22,93.25,93.41,93.93,93.23
Pennsylvania,92,93.05,93.77,94.22,94.8
Pennsylvania,95.6,96.35,97.26,97.41,97.54
Pennsylvania,93.35,93.93,94.56,94.89,95.16
Pennsylvania,91.11,91.2,91.99,93.82,94.96
Pennsylvania,92.62,93.27,93.9,93.76,93.87
Pennsylvania,93.21,93.63,94.11,94.8,94.79
Pennsylvania,95.09,96.59,96.32,96.32,97.14
Pennsylvania,91.97,92.44,93.21,93.25,93.43
Pennsylvania,94.21,94.3,94.85,95.47,95.62
Pennsylvania,93.83,94.17,94.88,94.97,94.6
Pennsylvania,92.56,93.47,93.97,95.29,94.89
Pennsylvania,94.71,95.09,95.58,95.86,95.33
Pennsylvania,92.97,93.55,94.18,94.74,95.08
Pennsylvania,93.76,94.62,94.97,95.64,95.37
Rhode Island,95.01,95.77,96.51,96.66,96.56
Rhode Island,92.69,93.86,94.61,96.02,95.73
Rhode Island,93.46,94.64,95.41,95.72,94.2
Rhode Island,91.55,92.39,93.25,94.06,94.1
Rhode Island,93.35,93.97,93.92,93.89,94.1
South Carolina,90.61,90.6,92.42,94.52,94.99
South Carolina,89.85,90.97,92.24,92.46,92.69
South Carolina,82.3,82.73,83.56,83.99,87.13
South Carolina,91.94,93.26,94.16,94.93,94.54
South Carolina,90.8,93.54,94.18,95.61,92.95
South Carolina,89.21,89.94,92.02,94.26,93.38
South Carolina,93.38,93.7,94.12,94.97,95.45
South Carolina,91.98,93.59,94.79,95.01,95.68
South Carolina,91.5,93.53,93.62,93.84,93.48
South Carolina,93.32,94.7,95.63,96.32,96.35
South Carolina,91.26,92.22,94.12,94,93.5
South Carolina,88.45,90.2,92.82,94.2,95.06
South Carolina,90.47,90.97,90.59,90.66,90.6
South Carolina,84.58,87.99,88.2,88.48,88.52
South Carolina,89.54,90.46,90.93,91.84,92.99
South Carolina,84.35,86.94,88.39,90.98,91.96
South Carolina,90.54,90.89,91.25,93.07,93.63
South Carolina,93.28,93.82,94.23,95.42,94.29
South Carolina,93,92.73,93.38,93.37,92.97
South Carolina,89.19,90.68,92.15,93.7,95.01
South Carolina,89.52,90.49,92.17,93.52,94.99
South Carolina,90.54,90.42,91.51,92.85,93.13
South Carolina,93.6,94.53,95.25,95.71,96.04
South Carolina,88.59,90.32,91.73,93.09,93.92
South Carolina,90.4,90.32,90.12,90.12,91.87
South Carolina,92,92.89,93.59,94.02,94.03
South Carolina,90.02,89.35,90.86,92.76,92.36
South Carolina,91.65,92.96,93.41,94.29,93.71
South Carolina,90.07,92.3,93.26,93.24,93.38
South Carolina,90.99,92.13,91.6,92.53,93.24
South Carolina,88.07,90.96,91.51,92.05,92.7
South Carolina,93.1,94.05,94.32,94.84,95.18
South Carolina,86.06,84.74,86.84,91.42,94.32
South Carolina,88,89.29,89.86,91.66,91.63
South Carolina,84.55,85.36,87.05,88.03,89.98
South Carolina,91.41,91.88,92.84,93.69,95.02
South Carolina,91.44,93.44,93.64,94.49,93.94
South Carolina,88.66,90.29,90.75,90.77,90.1
South Carolina,92,93.15,94.17,94.61,94.97
South Carolina,91.46,92.34,93.19,93.54,93.89
South Carolina,92.38,93.27,94.04,93.31,95.56
South Carolina,92.43,93.78,94.26,94.46,94.63
South Carolina,87.55,88.58,89.36,90.64,91.49
South Carolina,90.06,92.6,92.5,93.18,92.26
South Carolina,89.71,90.16,92.67,93.43,94.97
South Carolina,92.21,93.4,94.02,94.92,94.96
South Dakota,98.26,98.58,98.77,98.75,99.66
South Dakota,97.14,97.93,98.29,98.44,97.7
South Dakota,83.48,86.51,88.18,87.32,90.58
South Dakota,99.14,98.84,98.64,98.3,95.81
South Dakota,96.45,96.7,96.54,96.29,96.08
South Dakota,97.84,98.2,97.82,97.65,97.8
South Dakota,97.56,98,97.97,98.05,98.35
South Dakota,85.55,82.96,81.94,77.75,77.97
South Dakota,98.17,97.2,96.2,94.65,94.21
South Dakota,99.06,98.95,99.05,99.21,99.23
South Dakota,94.59,94.85,93.16,93.1,91.55
South Dakota,96.32,95.99,96.49,96.3,96.51
South Dakota,93.83,93.57,94.17,94.85,91.51
South Dakota,97.15,97.53,97.44,97.87,97.39
South Dakota,70.07,71.27,73.55,76.3,75.83
South Dakota,95.36,95.95,96.58,96.57,94.57
South Dakota,96.06,96.07,97.02,98.11,97.87
South Dakota,98.1,98.51,98.08,97.72,98.41
South Dakota,97.94,98.17,97.98,99.19,98.71
South Dakota,75.41,74.09,77.89,79.04,78.58
South Dakota,99.74,99.06,98.9,99.22,99.45
South Dakota,98.03,98.38,97.43,98.52,98.32
South Dakota,97.15,97.42,98.22,97.44,97.73
South Dakota,99.39,99.73,99.63,99.82,94.85
South Dakota,96.86,96.72,99.01,97.4,97.76
South Dakota,98.45,99.16,98.93,99.1,97.72
South Dakota,97.25,97.83,97.39,98.79,98.49
South Dakota,97.81,98.29,97.98,97.42,97.68
South Dakota,98.11,98.49,99.27,100,100
South Dakota,99.65,99.57,98.79,97.65,97.68
South Dakota,98.65,98.51,97.72,97.61,99.13
South Dakota,97.74,97.93,97.89,97.02,98.2
South Dakota,94.96,94.65,96.1,96.56,97.75
South Dakota,97.84,97.02,98.09,99.41,99.49
South Dakota,84.09,88.05,91.58,89.88,90.74
South Dakota,99.31,99.8,99.69,99.89,99.69
South Dakota,97.71,97.07,95.13,95.43,97.56
South Dakota,97.86,98.16,99.22,99.3,98.99
South Dakota,96.11,96.07,95.75,96.59,96.75
South Dakota,96.69,96.88,97.36,97.4,97.33
South Dakota,98.13,97.88,97.78,98.04,97.34
South Dakota,93.03,93.65,93.32,93.05,93.79
South Dakota,97.56,97.5,96.17,96.92,97.53
South Dakota,94.08,93.27,91.9,97.64,98.27
South Dakota,98.16,98.37,98.46,97.37,97.36
South Dakota,98.53,98.65,98.59,98.37,97.49
South Dakota,90.86,93.41,91.83,93.09,89.92
South Dakota,95.84,97.98,97.38,98.6,98.83
South Dakota,96.3,96.6,96.77,97.12,97.41
South Dakota,93.24,95.11,95.49,96.35,97.47
South Dakota,71.87,77.31,80.3,82.23,83.72
South Dakota,95.22,95.8,96.22,95.5,95.95
South Dakota,95.98,96.16,96.81,97.15,98.6
South Dakota,99.15,99.14,99.21,99.3,99.01
South Dakota,92.81,92.98,93.89,94.89,94.12
South Dakota,97.08,97.01,96.83,97.92,98.41
South Dakota,98.53,98.1,97.8,97.9,97.31
South Dakota,98.66,98.95,98.38,99.49,100
South Dakota,99.34,99.45,99.42,99.55,99.43
South Dakota,78.78,84.88,86.82,92.69,89.28
South Dakota,99.42,98.21,96.46,96.66,94.8
South Dakota,97.72,97.84,97.5,97.91,97.64
South Dakota,97.31,97.94,98.16,98.11,97.73
South Dakota,96.57,96.28,97.21,97.51,95.08
South Dakota,97.14,97.21,96.91,96.62,97.75
South Dakota,73.03,72.98,76.91,75.14,69.61
Tennessee,92.64,93.1,93.98,93.92,94.49
Tennessee,93.86,94.39,94.85,95.68,95.59
Tennessee,88.95,90.87,92.16,93.18,92.77
Tennessee,90.67,91.59,90.74,90,92.51
Tennessee,93.48,94.11,94.86,95.6,95.24
Tennessee,90.65,92.77,94.03,94.85,94.62
Tennessee,91.29,92.03,91.37,90.84,89.82
Tennessee,90.09,93.43,95.08,96.21,96.98
Tennessee,91.5,93.15,94.03,94.71,96
Tennessee,92.9,93.67,94.55,95.33,94.11
Tennessee,93.45,94.48,95.48,96.03,95.68
Tennessee,89.26,89.69,90.55,92.4,92.67
Tennessee,91.55,91.47,91.47,92.59,92.82
Tennessee,91.48,94.66,95.57,95.8,94.72
Tennessee,90.05,90.39,89.97,91.41,91.4
Tennessee,92.96,94.17,94.51,95.47,95.63
Tennessee,93.16,94.06,94.81,95.09,95.77
Tennessee,91.17,92.36,93.24,94.59,93.76
Tennessee,93.78,94.71,95.38,95.87,95.3
Tennessee,91.65,90.3,91.09,90.68,92.03
Tennessee,93.01,94.39,94.88,94.95,95.08
Tennessee,94.36,95.28,96.02,96.79,96.52
Tennessee,91.88,92.67,92.3,93.64,93.79
Tennessee,91.64,92.12,93.23,93.68,93.63
Tennessee,91.57,92.74,93.04,92.97,93.69
Tennessee,91.5,93.15,95.36,96.15,95.97
Tennessee,91.98,93.91,93.42,93.91,94.23
Tennessee,92.92,94.08,93.88,94.29,94.56
Tennessee,91.79,93.6,93.54,94.7,94.82
Tennessee,92.02,92.75,93.53,95.24,95.05
Tennessee,88.72,87.76,91.48,91.43,91.96
Tennessee,91.28,92.36,92.06,92.72,92.3
Tennessee,93.06,94.09,94.46,95.1,95.44
Tennessee,87.14,90,91.58,91.15,87.99
Tennessee,81.83,84.21,86.71,88.16,86.87
Tennessee,87.84,90.48,92.08,93.63,95.43
Tennessee,91.14,92.62,93,93.37,92.39
Tennessee,92.84,93.19,92.84,93.22,94.18
Tennessee,90.61,90.52,92.21,93.2,92.28
Tennessee,92.09,93.34,93.27,95.28,95.32
Tennessee,92.57,93.78,95.07,95.99,96.72
Tennessee,92.58,93.44,94.17,94.07,94.16
Tennessee,91.98,93.59,93.6,92.47,90.93
Tennessee,89.36,90.74,92.1,92.86,92.41
Tennessee,92.22,93.78,94.13,94.59,93.84
Tennessee,93.34,93.99,96.21,95.82,96.95
Tennessee,93.79,94.5,95.18,95.74,95.77
Tennessee,87.76,88.73,90.17,91.24,87.56
Tennessee,88.57,90.12,91.7,91.98,92.99
Tennessee,91.23,91.19,91.33,91.94,91.79
Tennessee,95.18,95.96,96.26,97.37,95.53
Tennessee,92.3,94.08,95.14,96,96.17
Tennessee,92.49,93.44,94.6,95.31,96.4
Tennessee,91.38,91.66,93.04,93.98,93.83
Tennessee,85.18,86.38,87.68,88.86,93.06
Tennessee,93.16,94.23,95.58,96.85,95.64
Tennessee,92.72,93.84,94.85,95.15,93.31
Tennessee,93.45,93.98,94.81,96.19,94.85
Tennessee,91.58,93.48,93.78,94.03,93.64
Tennessee,92.89,93.84,94.84,95.96,96.19
Tennessee,87.46,90.11,90.61,90.83,91.09
Tennessee,88.47,90.72,90.82,92.24,93.08
Tennessee,91.76,92.55,92.94,93.46,94.03
Tennessee,94.24,94.96,95.31,95.23,96.11
Tennessee,91.38,92.42,92.35,93.43,92.29
Tennessee,89.16,91.71,93.66,94.54,93.85
Tennessee,92.9,94.73,95.98,96.62,96.44
Tennessee,92.9,93.85,91.66,91.44,91.2
Tennessee,93.96,96.1,95.87,95.15,95.21
Tennessee,90.97,93.85,91.87,93.02,93.73
Tennessee,92.31,93.16,93.77,94.44,94.14
Tennessee,91.95,92.06,92.32,91.47,91.22
Tennessee,90.71,91.75,92.67,93.86,93.98
Tennessee,92.6,93.06,94.03,95.06,95.33
Tennessee,93.91,94.95,95.16,95.66,95.78
Tennessee,86.55,90.59,91.05,92.78,91.81
Tennessee,90.9,92.24,94.43,95.1,95.31
Tennessee,93.6,93.78,94.34,95.28,95.21
Tennessee,90.6,91.42,92.26,92.88,92.64
Tennessee,95.77,96.26,96.35,96.81,96.31
Tennessee,91.3,91.8,92.84,93.55,93.95
Tennessee,92.26,93.19,93.79,93.83,93.5
Tennessee,94.75,95.52,96.1,96.99,96.6
Tennessee,90.65,91.92,92.29,93.85,94.73
Tennessee,92.02,91.77,90.3,93.71,95.38
Tennessee,88.54,89.17,90.77,94.31,93.9
Tennessee,90.95,92.77,91.43,91.56,93.32
Tennessee,88.34,88.36,88.2,90.19,94.99
Tennessee,92.19,93.18,93.89,94.95,96.19
Tennessee,94.32,94.74,95.2,95.49,95.2
Tennessee,91.64,91.65,92.78,92.73,93.98
Tennessee,90.03,91.68,93.99,94.42,95.32
Tennessee,89.52,90.75,92.06,93.55,95.12
Tennessee,96.25,96.44,96.69,97.2,97.54
Tennessee,94.62,95.49,96.09,96.21,96.49
Texas,95.66,95.74,96.68,96.77,96.6
Texas,94.81,95.46,95.32,96.26,96.08
Texas,91.69,92.41,92.06,93.36,93.3
Texas,92.45,93.27,93.37,92.53,90.68
Texas,96.67,97.03,96.54,97.18,96.32
Texas,98.4,98.17,99.06,99,99.46
Texas,92.76,93.87,91.93,90.79,92.79
Texas,94.22,94.59,95.34,94.27,94.42
Texas,97.89,97.77,97.79,97.52,96.97
Texas,95.89,94.32,93.84,95.61,92.89
Texas,91.41,92.26,93.35,94.02,94.88
Texas,98.62,97.68,97.6,97.59,98.2
Texas,93.93,93.71,91.08,92.05,91.66
Texas,91.28,91.72,92.28,92.39,92.54
Texas,93.27,93.85,94.23,94.66,94.26
Texas,93.91,94.31,94.33,94.92,95.08
Texas,98.94,98.46,97.89,97.47,94.54
Texas,93.57,94.85,95.53,95.79,95.74
Texas,91.91,92.73,93.36,94.35,95.19
Texas,94.82,95.06,95.27,95.59,95.24
Texas,94.27,95.31,95.59,96.05,95.63
Texas,92.95,92.88,95.64,95.76,95.81
Texas,94.14,93.82,94.52,95.24,96.88
Texas,87.05,86.15,85.4,88.71,98.86
Texas,95.86,95.7,96.03,95.83,95.66
Texas,93.88,93.25,93.95,95.14,96.06
Texas,95.43,95.75,95.49,95.95,96.79
Texas,95.47,96.56,97.3,97.34,97.48
Texas,93.7,93.7,92.83,94.47,95.7
Texas,96.18,96.48,96.7,95.92,95.77
Texas,90.59,92.01,93.37,94.22,94.37
Texas,93.42,93.88,93.79,93.27,93.55
Texas,97.82,98.07,97.71,97.73,98.41
Texas,91.17,92.72,92.77,92.39,91.85
Texas,95.2,95.81,97.89,97.61,98.5
Texas,93.59,93.47,93.91,94.38,92.94
Texas,93.97,93.94,94.58,93.79,93.51
Texas,93.72,94.8,89.01,91.85,92.2
Texas,93.26,92.85,93.1,94.65,97.24
Texas,92.97,92.03,93.57,91.86,90.65
Texas,95.74,95.68,96.84,97.12,97.71
Texas,94,94.92,96.74,96.62,94.21
Texas,95.54,95.75,96.09,96.28,96
Texas,95.12,92.9,91.42,91.1,94.16
Texas,96.69,97.12,96.51,96.54,96.12
Texas,95.52,96.21,96.33,96.58,95.97
Texas,94.82,96.41,97.01,96.51,93.86
Texas,98.05,99.61,98.81,98.69,98.64
Texas,93.52,94.82,95,95.51,95.96
Texas,90.83,90.07,90.84,91.99,93.34
Texas,88.36,89.3,91.48,91.66,91.92
Texas,96.7,97.35,98.69,98.62,97.11
Texas,97.23,97.58,100,100,100
Texas,90.5,92.34,92.75,94.64,94.74
Texas,95.36,94.66,93.53,90.79,90.73
Texas,95.2,96.29,96.1,98.09,96.95
Texas,93.32,94.09,94.75,95.23,94.98
Texas,92.6,93.33,94.48,94.23,92.72
Texas,95.13,95.02,95.36,96.18,96.71
Texas,90.61,93.62,94.67,97.03,95.44
Texas,94.91,95.5,95.78,96.14,96.14
Texas,93.26,93.53,93.72,92.8,93.25
Texas,88.24,84.98,84.53,90.26,93.67
Texas,87.16,85.01,83.58,86.63,92.05
Texas,95.07,95.37,97.76,97.46,98.38
Texas,88.49,86.4,89.42,90.27,91.17
Texas,95.04,94.28,94.79,95.17,95.23
Texas,93.58,93.14,93.34,93.93,93.42
Texas,96.09,94.87,95.86,100,100
Texas,94.48,95.35,96.39,96.6,96.51
Texas,92.14,93.02,93.37,93.93,93.79
Texas,95.88,95.67,96.63,96.43,95.04
Texas,93.8,93.95,93.77,95.08,91.89
Texas,93.59,94.83,95.33,96.2,95.34
Texas,98.35,98.46,98.35,96.72,95.91
Texas,93.18,94.43,93.61,95.64,97.38
Texas,92.44,93.64,93.6,95.02,97.18
Texas,90.71,88.74,89.92,90.76,91.08
Texas,94.56,94.68,94.73,94.89,94.4
Texas,93.47,92.37,92.54,93.64,93.56
Texas,94.48,95.79,94.49,95.65,96.67
Texas,93.07,92.65,93.48,93.28,92.54
Texas,95.53,95.53,95.19,94.59,96.19
Texas,92.78,93.48,93.7,93.77,94.1
Texas,97.08,98.04,96.78,97.44,91.07
Texas,94.07,95.01,95.73,95.72,95.71
Texas,97.28,100,100,100,100
Texas,90.17,93.56,94.18,95.04,95.77
Texas,93.53,94.9,95.66,96.64,97.44
Texas,94.71,95.08,93.95,94.48,94.86
Texas,92.46,93.46,94.57,95.45,95.63
Texas,94.23,95.22,95.15,95.33,95.92
Texas,94.07,94.49,95.28,94.12,94.63
Texas,94.77,95.55,96.08,96.42,95.5
Texas,93.51,93.63,93.3,95.24,95.76
Texas,90.94,87.01,89.37,89.78,89.92
Texas,95.14,96.92,98.79,97.96,97.61
Texas,97.51,96.22,95.41,95.69,89.03
Texas,94.33,93.34,92.64,92.3,95.26
Texas,95.24,95.64,95.97,96.48,96.06
Texas,93.02,93.6,93.95,94.18,93.82
Texas,91.7,92.84,94.41,94.6,93.94
Texas,98.4,98.79,99.06,99.6,99.55
Texas,90.37,90.46,89.93,87.78,92.75
Texas,93.89,94.68,94.69,95.39,94.49
Texas,95.47,93.08,94.95,94.95,93.4
Texas,93.09,93.83,94.9,95,93.69
Texas,90.97,91.92,92.56,93.08,92.69
Texas,91.12,91.85,92.4,93.72,93.77
Texas,92.79,92.59,92.98,92.49,93.45
Texas,96.76,96.99,97.09,96.23,94.04
Texas,93.98,94.09,95.42,95.76,95.64
Texas,95.1,95.51,97.84,98.16,96.99
Texas,93.4,93.32,93.18,93.01,93.23
Texas,94.44,94.26,91.72,93.41,91.35
Texas,90.28,93.51,94.5,94.93,95.14
Texas,95.12,94.81,94.01,93.31,93.01
Texas,96.67,93.13,93.45,94.18,94.4
Texas,95.32,96.43,96.78,96.06,96.67
Texas,94.89,95.32,95.92,96.63,95.21
Texas,89.55,89.69,91.45,91.79,89.94
Texas,95.22,94.9,94.72,95.73,99.47
Texas,92.67,93.54,94.26,95.1,94.27
Texas,81.6,83.01,88.48,89.36,91.89
Texas,93.68,94.66,94.78,94.79,96.32
Texas,93.66,95.08,95.7,96.46,96.49
Texas,96.26,95.83,96.08,96.76,94.01
Texas,95.99,95.9,95.68,94.89,96.46
Texas,92.97,93.53,93.25,94.45,94.68
Texas,95.28,95.6,95.69,96.04,95.67
Texas,100,100,100,100,100
Texas,97.85,98.38,96.26,95.99,95
Texas,91.8,93.99,94.66,94.79,95.71
Texas,93.99,93.63,96.9,95.89,96.81
Texas,95.91,94.02,92.42,89.68,90.65
Texas,85.59,91.9,93.31,97.25,98.88
Texas,89.48,90.32,90.88,91.49,93.97
Texas,94.61,94.95,94.54,96.32,95.5
Texas,92.98,94.38,94.38,95.17,96.14
Texas,95.32,96.43,97.06,96.43,95.83
Texas,91.81,92.59,92.82,93.39,92.87
Texas,91.56,94.6,95.76,96.58,97.17
Texas,96.49,97.11,96.72,96.83,96.68
Texas,94.05,95.5,97.16,97.49,97.51
Texas,92.38,92.93,93.19,93.39,94.14
Texas,90.83,92.24,93.06,93.04,92.46
Texas,90.6,89.74,90.99,93.26,94.07
Texas,94.24,94.78,93.89,93.94,94.39
Texas,96.58,96.22,97.75,97.62,97.05
Texas,92.34,91.75,92.45,92.65,93.47
Texas,100,100,100,100,100
Texas,94.64,95.2,95.82,96.21,95.68
Texas,88.89,91.87,91.59,93.31,96.28
Texas,95.84,96.77,97.5,96.94,95.08
Texas,94.43,94.9,95.54,95.83,95.43
Texas,84.85,73.72,82.14,94.22,94.82
Texas,96.07,96.85,96.92,96.62,94.28
Texas,90.98,89.33,88.94,90.24,89.09
Texas,96.63,98.06,97.38,95.46,95.96
Texas,95.59,97.18,94.34,94.67,94.74
Texas,93.96,93.61,93.01,94.22,93.58
Texas,87.65,87.15,88.43,90.8,92.31
Texas,94.02,94.69,96.39,96.61,96.7
Texas,91.64,94.86,96.91,96.44,95.49
Texas,96.37,96.47,96.69,96.73,96.58
Texas,90.39,94.53,95.83,95.25,93.46
Texas,96.12,97.12,98.14,98.43,97.67
Texas,94.03,93.55,94.23,95.23,96.78
Texas,94.01,93.43,94.64,94.62,93.77
Texas,94.58,95.13,95.52,95.75,95.36
Texas,96.05,95.87,95.08,94.98,96.27
Texas,87.1,90.12,91.47,92.1,92.6
Texas,89.96,91.94,92.29,93.79,95.4
Texas,91.17,91.35,91.53,91.27,92.34
Texas,89.64,90.57,92.04,92.73,95.07
Texas,85.84,88.44,92,89.53,88.99
Texas,93.66,92.9,92.8,93.17,92.07
Texas,93.86,94.05,94.09,94.29,94.19
Texas,95.25,92.38,94.53,94.35,96.19
Texas,94.49,96.16,96.39,98.64,99.56
Texas,92.5,93.99,94.54,95.01,95.53
Texas,93.33,92.13,92.35,92.61,94.16
Texas,95.34,96.18,95.43,95.05,97.12
Texas,94.44,94.49,94.99,95.28,95.25
Texas,96.99,97.22,98.66,98.12,98.56
Texas,96.01,96.32,96.49,97.56,98.91
Texas,90.61,91.53,93.18,92.58,90.88
Texas,95.41,95.77,96.13,96.55,96.55
Texas,90.82,90.19,89.98,89.29,90.15
Texas,93.41,94.28,94.92,95.93,96.05
Texas,96.53,96.28,96.74,96.55,96.4
Texas,95.74,96.11,95.63,94.29,93.7
Texas,93.25,93.91,98.85,98.6,99.01
Texas,93.08,91.03,92.17,93.47,94.86
Texas,92.32,91.98,92.75,91.03,88.87
Texas,92.53,92.1,90.53,93.14,93.67
Texas,97.49,97.61,98.66,98.08,98.67
Texas,92.14,92.25,93.6,93.33,90.95
Texas,94.56,95.06,95.7,96.14,96.27
Texas,95.44,96.78,97.34,97.5,97.25
Texas,94.14,94.35,93.76,92.79,92.66
Texas,91.74,92.88,92.78,91.29,90.69
Texas,85.9,86.62,90.56,92.87,88.86
Texas,92.57,93.52,92.93,93.64,92.7
Texas,94.69,95.12,95.19,94.89,95
Texas,96.15,96.83,96.92,98.07,97.8
Texas,95.45,93.71,90.82,89.06,83.63
Texas,95.69,95.39,95.85,95.97,96.51
Texas,95.07,93.03,91.91,94.71,91.51
Texas,90.4,92.59,92.81,92.33,94.44
Texas,99,98.53,99.15,99.11,97.91
Texas,93.37,93.54,93.84,94.6,94.53
Texas,96.45,97.22,98.13,95.87,95.1
Texas,85.78,85.03,85.68,85.39,86.86
Texas,94.02,95.35,93.15,93.45,91.4
Texas,98.66,97.35,98.49,98.13,99
Texas,93.08,97.57,97.67,97.38,96.37
Texas,93.38,94.13,94.35,92.55,93.75
Texas,94.91,94.08,93.46,94.21,92.58
Texas,94,94.64,95,95.31,95.03
Texas,94.53,95.57,95.66,96.64,96.98
Texas,94.94,93.19,90.53,99.17,100
Texas,93,90.58,89.84,90.77,92.2
Texas,96.87,94.84,94.62,95.26,95.22
Texas,93.41,93.87,93.9,94.95,94.94
Texas,96.11,96.19,96,96.06,95.97
Texas,94.83,95.55,95.98,96.18,95.69
Texas,89.77,89.8,91.63,92.8,92.93
Texas,89.7,90.49,90.21,86.39,85.6
Texas,92.32,91.69,92.59,94.66,94.05
Texas,95.52,98.87,98.16,94.82,97.02
Texas,93.6,94.11,94.35,94.7,95.06
Texas,91.64,93.38,94.31,95.11,96
Texas,94.11,94.09,94.93,95.04,95.99
Texas,94.53,94.93,94.55,94.31,94.82
Texas,95.82,96.64,96.57,96.67,96.58
Texas,90.99,92.24,93.86,94.79,94.71
Texas,94.8,93.92,93.74,94.03,94.24
Texas,95.13,93.83,93.97,94.36,95.42
Texas,94.07,94.35,94.79,95.12,94.33
Texas,94.28,94.73,94.76,94.84,94.7
Texas,94.58,94.45,95.69,95.39,95.54
Texas,94.78,95.22,94.68,95.11,95.43
Texas,93.89,94.22,96.09,94.39,93.06
Texas,86.61,85.51,84.54,86.19,89.56
Texas,94.69,95.22,95.43,95.22,95.04
Texas,93.79,94.04,93.88,94.79,95.99
Texas,95.86,95.89,95.67,96.29,97.45
Texas,93.36,94.04,94.93,95.64,95.64
Texas,90.68,92.24,93.79,94.46,94.85
Texas,90.86,92.46,93.96,95.61,94.69
Texas,95.95,95.47,96.93,96.77,97.01
Texas,87.36,87.56,89.02,89.57,91.68
Texas,88.04,89.88,91.6,91.31,95.63
Utah,96.3,95.29,95.82,96.51,96.44
Utah,93.99,94.5,95.8,95.89,96.92
Utah,95.49,96.36,97.16,97.42,97.14
Utah,92.43,94.62,94.47,93.01,93.35
