state,2016,2017,2018,2019,2020
Louisiana,94.34,94.22,94.25,95.09,94.63
Louisiana,92.94,93.03,92.91,93.23,93.12
Louisiana,92.59,93.36,94.31,94.4,94.15
Louisiana,89.09,90.63,91.83,92.42,90.6
Louisiana,96.45,96.98,95.76,95.34,98.09
Louisiana,92.71,94.39,94.3,94.55,92.26
Louisiana,85.63,90.6,90.55,93.84,95.98
Louisiana,90.29,90.76,93.66,94.98,90.82
Louisiana,90.2,89.43,89.72,89.35,90.88
Louisiana,92.99,93.14,93.54,93.63,93.42
Louisiana,88.48,93.14,92.17,92.51,93.61
Louisiana,93.89,93.88,94.17,94.41,93.27
Louisiana,88.83,88.05,86.46,87.14,86.68
Louisiana,89.89,91.23,90.23,90.67,91.75
Louisiana,91.63,92.1,94.38,95.21,95.9
Louisiana,88.83,88.84,89.75,90.69,91.29
Louisiana,92.82,92.51,93.49,92.02,90.39
Louisiana,94.42,93.84,93.95,95.34,95.61
Louisiana,93.62,94.13,94.28,94.68,94.62
Louisiana,91.47,90.87,91.03,91.89,92.58
Louisiana,94.86,94.89,95.16,94.97,94.93
Louisiana,92.68,92.97,93.13,93.79,92.99
Louisiana,94.79,93.95,96.18,94.36,95.57
Louisiana,89.58,91.17,92.93,95.39,95.32
Louisiana,93.79,94.16,95.31,95.74,94.85
Louisiana,85.94,87.67,90.19,91.26,90.19
Louisiana,91.92,93.95,94.56,94.2,94.23
Louisiana,87.87,86.38,86.1,86.21,86.91
Louisiana,90.22,91.3,91.59,92.09,91.46
Louisiana,92.16,93.05,93.26,93.82,94.56
Louisiana,96.11,97.02,96.36,96.1,96.76
Louisiana,91.24,91.72,91.77,92.35,94.56
Louisiana,91.97,92.27,92.77,93.61,94.17
Louisiana,91.99,95.33,95.26,93.29,95.79
Louisiana,89.28,92.98,95.25,94.53,93.43
Louisiana,90.24,90.51,89.72,90.38,91.37
Louisiana,88.93,89.25,89.73,90.73,91.03
Louisiana,91.83,92.68,94.31,94.45,93.93
Louisiana,85.66,84.34,86.44,83.03,82.67
Louisiana,91.57,91.82,93.54,93.92,95.11
Louisiana,91.82,92.67,92.85,93.34,91.47
Louisiana,94.19,94.46,93.83,94.1,94.8
Louisiana,93.02,93.56,93.18,92.18,92.7
Louisiana,89.08,91.55,91.05,91.33,93.28
Louisiana,92.69,93.55,94.16,94.5,94.66
Louisiana,90.22,91.14,91.42,92.78,92.9
Louisiana,85.03,84.65,83.3,83.67,85.66
Louisiana,94.69,93.9,93.39,93.69,93.67
Louisiana,93.37,93.42,93.68,95.49,95.96
Louisiana,91.77,92.68,92.01,92.58,92.64
Louisiana,91.77,91.31,90.98,91.42,92.47
Louisiana,86.9,87.69,89.04,90.16,90.55
Louisiana,91.67,93.47,94.43,94.81,95.12
Louisiana,93.37,94.27,93.98,95.52,92.08
Louisiana,88.92,89.82,89.11,89.8,92.72
Louisiana,89.55,95.49,92.27,91.77,91.74
Louisiana,92.64,93.97,95.44,95.14,94.35
Maine,94.19,94.82,95.4,96.1,95.48
Maine,93.78,94.75,94.92,95.04,95.11
Maine,95.42,95.98,96.63,96.94,96.78
Maine,93.09,93.89,94.29,94.2,95.24
Maine,93.57,94.32,95.29,95.94,96.42
Maine,93.03,94.29,95.1,96.02,96.28
Maine,94.38,95.35,95.82,96.88,96.5
Maine,96.44,96.6,96.23,96.19,96.15
Maine,92.64,93.74,93.96,94.51,93.9
Maine,92.69,93.52,94.54,95.01,95.36
Maine,89.96,92.24,92.28,93.72,94.5
Maine,94.93,95.87,97.38,97.6,96.12
Maine,90.8,91.22,91.36,93.36,95.26
Maine,92.77,93.51,94.44,94.53,95.22
Maine,91.36,92.13,93.03,92.95,92.89
Maine,94.89,95.15,95.86,96.11,96.51
Maryland,90.57,90.97,91.48,92.6,92.54
Maryland,94.47,94.82,95.36,95.77,95.75
Maryland,94.04,94.52,94.79,95.21,94.96
Maryland,92.19,92.75,93.58,95.75,96.2
Maryland,92.48,93.51,94.76,95.09,95.14
Maryland,95.51,96.05,96.49,96.66,96.56
Maryland,93.44,94.19,94.42,94.84,94.79
Maryland,95.02,95.46,95.98,96.54,95.63
Maryland,89.92,91.74,92.09,91.98,92.75
Maryland,94.74,94.92,95.42,95.82,95.92
Maryland,94.43,95.21,96.02,96.19,95.85
Maryland,94.04,94.76,95.17,95.79,95.85
Maryland,95.45,95.81,96.17,96.22,96.13
Maryland,94.4,95.23,95.6,95.85,96.69
Maryland,94.19,94.57,95.08,95.53,95.36
Maryland,92.03,92.7,93.3,93.99,93.62
Maryland,95.67,96.29,97.1,97.37,96.88
Maryland,95.59,95.8,96.37,96.73,96.51
Maryland,91.61,89.85,91.08,91.76,90.77
Maryland,94.01,95.58,96.68,96.64,97.08
Maryland,92.54,93.22,93.47,94.53,94.51
Maryland,92.27,92.44,92.38,92.36,92.1
Maryland,92.28,92.85,94.69,95.09,94.11
Maryland,88.59,90.04,90.89,91.71,92.44
Massachusetts,93.7,94.55,95.28,95.9,95.95
Massachusetts,91.82,93.15,94.03,95.23,94.86
Massachusetts,91.9,93.06,94.17,94.65,94.57
Massachusetts,95.69,97.02,96.81,96.56,94.94
Massachusetts,92.99,93.98,94.61,95.15,94.8
Massachusetts,93.88,94.19,94.85,95.06,94.58
Massachusetts,91.15,92.04,93.17,94.16,93.8
Massachusetts,92.85,93.53,94.06,94.55,94.38
Massachusetts,94.64,95.21,95.79,96.23,95.82
Massachusetts,96.57,96.23,97.25,97.08,94.16
Massachusetts,93.75,94.54,95.01,95.75,95.54
Massachusetts,93.11,93.97,94.58,95,94.91
Massachusetts,92.12,92.86,93.02,93.61,93.17
Massachusetts,93.26,93.94,94.47,95,95.16
Michigan,89.7,90.68,91.06,92.39,93.93
Michigan,92.38,93.05,93.45,94.79,95.3
Michigan,95.27,96.44,96.84,97.25,96.6
Michigan,92.15,93.59,93.99,94,92.52
Michigan,92.18,93.9,94.66,96.17,95.76
Michigan,89.22,90.41,90.45,92.91,93.24
Michigan,93.2,94.02,93.62,93.85,95.89
Michigan,93.77,93.83,94.81,95.18,94.69
Michigan,91.85,92.55,93.07,93.62,94.08
Michigan,92.41,93.53,94.44,95.5,95.11
Michigan,92.17,92.66,93.65,94.07,93.83
Michigan,94.47,95.35,95.47,95.79,94.84
Michigan,91.54,92.55,92.99,93.7,93.61
Michigan,91.06,92.22,93.32,93.63,94.21
Michigan,92.48,93.83,95.54,96.01,95.18
Michigan,87.4,89.26,91.82,92.5,92.58
Michigan,89.92,90.95,90.73,91.08,91.01
Michigan,87.54,88.54,89.87,89.91,89.97
Michigan,94.75,95.66,96.03,96.53,96.58
Michigan,89.06,89.6,91.82,93.5,92.58
Michigan,92.46,93.47,94.65,94.94,94.89
Michigan,93.13,93.98,95.64,95.4,96.18
Michigan,93.27,94.18,94.72,95.22,95.4
Michigan,92.49,93.95,94.97,95.07,96.02
Michigan,88.01,89.21,90.19,90.67,91.06
Michigan,90.66,92.57,93.01,94.11,93.78
Michigan,91.51,93.31,94.38,94.63,95.51
Michigan,94.15,94.61,95.13,95.6,96.2
Michigan,92.01,92.57,93.26,94.27,95.19
Michigan,92.4,93.88,94.98,95.69,95.93
Michigan,92.6,93.18,93.48,94.64,94.14
Michigan,93.39,94.24,94.61,95.36,94.94
Michigan,91.11,91.9,92.88,93.35,93.25
Michigan,91.85,93.8,94.75,95.52,94.9
Michigan,88.49,90.41,91.84,92.77,92.56
Michigan,92.31,94.31,93.96,94.56,94.84
Michigan,90.07,91.59,92.45,92.91,92.72
Michigan,91.05,92.38,93.19,94.19,93.72
Michigan,92.71,93.43,94.02,94.49,93.77
Michigan,91.06,91.31,92.46,92.64,94.08
Michigan,93.68,94.6,95.17,95.58,95.4
Michigan,93.36,94.48,93.99,92.15,94.39
Michigan,87.87,88.42,87.85,91.08,94.2
Michigan,90.84,92.6,93.59,94.39,94.12
Michigan,93.41,93.67,94.68,95.47,95.85
Michigan,92.61,94.06,94.94,95.26,95.16
Michigan,94.52,95.37,95.78,96.27,96.15
Michigan,86.61,88.24,94.28,93.62,93.36
Michigan,88.76,89.54,90.2,90.18,90.78
Michigan,92.47,93.45,94.26,94.63,94.41
Michigan,89.29,91.98,92.84,93.85,92.7
Michigan,92.85,93.73,93.86,94.29,94.17
Michigan,90.24,92.42,93.92,95.59,95.48
Michigan,89.25,91.26,93.05,93.17,93.8
Michigan,92.91,94.05,95.63,95.5,94.63
Michigan,92.36,92.95,93.98,94.78,95.53
Michigan,91.21,92.99,93.67,93.6,92.15
Michigan,93.04,94.1,95.1,95.21,95.05
Michigan,91.39,92.98,94.91,96.21,95.95
Michigan,86.21,87.25,88.42,91.97,92.84
Michigan,89.56,91.07,92.61,93.47,92.79
Michigan,91.11,92.28,93.94,95,94.79
Michigan,93.73,94.65,95.2,95.63,95.34
Michigan,91.72,92.25,92.64,94.13,94.03
Michigan,89.21,89.97,91.96,91.94,91.98
Michigan,88.04,89.98,92.81,93.09,94.07
Michigan,91.22,92.76,93.09,93.08,92.39
Michigan,89.69,88.13,87.89,89.72,90.67
Michigan,93.17,93.64,94.39,94.24,94.34
Michigan,94.71,95.57,96.12,96.48,95.97
Michigan,87.57,88.63,91.11,92.76,93.62
Michigan,85.98,87.01,88.67,90.58,91.64
Michigan,90.46,91.8,92.49,93.09,93.48
Michigan,90.86,92.44,93.28,93.64,93.37
Michigan,93.41,94.65,94.82,95.57,95.79
Michigan,90.82,92.25,92.96,94.01,93.92
Michigan,87.87,86.07,89.71,92.07,92.57
Michigan,91.18,92.88,95.01,95.38,96.05
Michigan,91.62,92.58,93.57,94.63,93.37
Michigan,92.35,93.44,93.83,94.31,94.84
Michigan,93.74,94.61,95.27,95.8,95.46
Michigan,87.01,88.41,89.81,90.8,91.1
Michigan,91.79,92.82,93.95,93.79,93.93
Minnesota,93.01,93.81,94.06,95.03,94.92
Minnesota,95.12,95.77,96.26,96.55,96.37
Minnesota,96.28,96.39,96.4,96.34,96.2
Minnesota,89.73,91.31,92.27,92.76,93.94
Minnesota,94.98,95.78,95.96,96.24,96.67
Minnesota,97.71,97.23,97.72,97.07,97.24
Minnesota,95.12,95.51,96.01,96.17,96.06
Minnesota,97.3,97.69,98.03,98.42,97.69
Minnesota,95.74,96.07,95.78,96.22,95.23
Minnesota,97,97.57,97.88,97.8,97.51
Minnesota,93.68,94.26,94.56,95,93.77
Minnesota,97.84,97.95,97.28,96.47,94.65
Minnesota,94.57,95.79,95.9,96.43,96.32
Minnesota,96.91,97.19,97.37,97.23,96.85
Minnesota,92.69,92.72,92.08,93.34,93
Minnesota,97.59,97.38,97.25,97.66,98.29
Minnesota,95.15,94.94,95.93,96.04,95.36
Minnesota,95.69,96.55,97.18,97.1,96.07
Minnesota,95.58,96.04,96.41,96.38,96.54
Minnesota,96.67,97.15,97.45,97.36,97.46
Minnesota,95.97,96.93,96.97,97.53,97.61
Minnesota,96.86,97.16,96.8,96.77,96.52
Minnesota,96.52,97.16,97.34,97.42,97.48
Minnesota,95.44,95.92,95.64,96.25,96.14
Minnesota,95.29,95.84,96.32,96.61,96.43
Minnesota,95.46,95.23,95.95,95.89,95.08
Minnesota,94.89,95.39,95.83,96.18,96.01
Minnesota,95.99,96.85,98.04,98.27,98.17
Minnesota,95.65,96.27,96.48,96.11,96
Minnesota,93.9,94.92,95.4,95.96,95.47
Minnesota,94,94.34,94.78,94.86,94.18
Minnesota,96.69,96.12,96.9,97.31,97.3
Minnesota,92.45,94.81,95.43,96.75,95.95
Minnesota,96.15,97.05,96.96,96.8,96.27
Minnesota,97.26,97.38,97.44,97.89,95.89
Minnesota,92.54,93.12,93.16,94.34,94.16
Minnesota,96.56,96.94,97.72,97.59,97.19
Minnesota,95.92,96.19,95.59,96.61,97.2
Minnesota,96.11,96.2,96.9,96.36,95.77
Minnesota,95.7,96.09,96.48,96.64,96.69
Minnesota,96.84,97,97.57,97.11,97.12
Minnesota,95.71,96.4,96.58,96.7,96.9
Minnesota,96.23,97,97.38,97.14,97.34
Minnesota,89.91,90.81,92.36,92.68,90.95
Minnesota,96.01,96.76,97.33,97.81,97.94
Minnesota,96.77,96.87,96.49,96.01,95.45
Minnesota,96.06,97.14,97.33,97.94,97.62
Minnesota,93.64,93.41,94,94.14,94.24
Minnesota,95.46,95.41,95.72,96,95.85
Minnesota,94.17,95.01,95.53,96.31,96.94
Minnesota,95.77,96.37,97.37,97.18,97.19
Minnesota,96.55,96.25,96.44,96.91,97.68
Minnesota,92.98,93.55,94.93,96.67,97.57
Minnesota,96.57,96.71,96.78,97.11,95.06
Minnesota,95.84,95.74,96.28,96.95,96.61
Minnesota,95.96,96.4,96.63,96.9,96.1
Minnesota,96.68,96.81,97,97.16,96.51
Minnesota,93.44,94.13,94.82,95.21,93.92
Minnesota,95.79,95.84,97.14,97.11,96.31
Minnesota,95.98,96.4,96.59,96.63,96.9
Minnesota,96.33,97.02,97.29,97.72,98.62
Minnesota,93.53,94.47,95.12,95.49,95.36
Minnesota,96.03,97.06,96.71,97.12,97.89
Minnesota,96.55,96.99,97.53,98.04,98.39
Minnesota,96.64,97.33,97.1,97.06,97.1
Minnesota,95.66,96.4,96.25,96.18,94.9
Minnesota,97.86,98.11,98.07,98.32,98.22
Minnesota,97.86,97.45,97.36,97.45,95.78
Minnesota,94.21,94.94,95.09,95.61,95.11
Minnesota,96.01,96.51,96.68,96.97,96.96
Minnesota,95.94,96.36,96.85,97.13,97.62
Minnesota,95.78,95.54,97.18,97.25,97.09
Minnesota,95.24,95.49,95.36,95.52,95.08
Minnesota,95.65,95.53,95.93,96.25,96.29
Minnesota,97.04,97.37,97.73,97.64,97.58
Minnesota,96.66,96.72,97.17,97.64,96.66
Minnesota,95.66,96.19,96.98,96.64,95.76
Minnesota,95.56,96.81,97.12,95.96,95.53
Minnesota,96.62,96.83,96.77,96.32,96.31
Minnesota,94.78,94.25,95.04,93.97,93.3
Minnesota,95.32,96.78,96.41,96.05,96.4
Minnesota,96.04,96.48,96.93,97.54,96.92
Minnesota,97.28,97.56,97.35,97.11,96.63
Minnesota,98.02,98.65,98.59,98.22,95.55
Minnesota,94.33,94.88,96.23,96.39,96.72
Minnesota,95.61,96.41,96.79,97.33,97.33
Minnesota,96.86,97.28,97,97.56,98.15
Mississippi,89.93,89.05,89.98,89.91,90.75
Mississippi,92.26,91.41,91.23,93.46,93.76
Mississippi,89.39,89.16,91.77,91.35,92.91
Mississippi,88.6,89.67,89.5,90,92.68
Mississippi,86.21,86.28,91.44,94.09,97.42
Mississippi,85.56,87.4,89.5,91.76,92.61
Mississippi,90.34,91.61,92.8,94.94,96.38
Mississippi,91.12,92.96,90.19,92.83,92.33
Mississippi,89.15,92.39,94.24,96.3,96.23
Mississippi,86.73,89.59,91.14,91.5,90.63
Mississippi,79.08,82.27,84.38,87.37,89.12
Mississippi,89.41,90.92,91.83,93.11,93.62
Mississippi,86.24,88.68,88.66,89.67,91.26
Mississippi,78.86,81,82.07,85.16,87.96
Mississippi,85.33,87.71,89.38,92.53,92.58
Mississippi,86.86,91.2,90.11,91.85,94.53
Mississippi,93.26,93.94,94.17,94.69,95.4
Mississippi,87.48,88.07,89.88,91.92,92.73
Mississippi,90.02,92.58,93.61,95.32,97.94
Mississippi,91.24,91.75,90.75,86.84,87.38
Mississippi,89.62,88.33,90.83,88.12,83.5
Mississippi,90.39,89.62,93.11,93.52,94.69
Mississippi,91.19,91.35,91.84,91.87,93.94
Mississippi,90.36,90.58,90.41,90.58,91.23
Mississippi,89.5,90.05,90.55,90.72,90.66
Mississippi,81.11,80.36,80.94,83.72,84.64
Mississippi,74.92,78.86,81.57,85.35,85.61
Mississippi,89.28,87.4,86.27,88.24,90.65
Mississippi,92.76,93.9,95.83,98.19,98.36
Mississippi,91.3,91.74,91.82,92,90.71
Mississippi,93.47,94.34,94.04,94.22,96.02
Mississippi,88.11,90.38,92.46,89.77,90.34
Mississippi,85.5,89.3,90.15,91.05,93.05
Mississippi,92.55,92.17,93.58,94.84,95.19
Mississippi,90.68,93.15,93.08,89.51,84.63
Mississippi,92.65,94.26,93.2,94.27,95.86
Mississippi,91.53,90.84,90.33,89.71,90.83
Mississippi,91.03,92.77,93.29,94.74,95.06
Mississippi,89.94,90.67,91.11,92.82,87.4
Mississippi,90.11,90.85,89,91.73,91.7
Mississippi,93.03,93.73,93.56,94.22,94.4
Mississippi,86.89,87.98,88.74,91.93,88.55
Mississippi,91.96,92.54,92.61,92.73,94.75
Mississippi,88.51,88.61,90.8,91.93,92.23
Mississippi,94.52,94.91,95.14,95.22,95.56
Mississippi,91.21,91.72,92.97,94.34,90.63
Mississippi,92.53,93.82,93.4,93.28,93.87
Mississippi,90.58,92.62,93.59,94.96,92.35
Mississippi,91.65,90.89,89.73,93.13,91.9
Mississippi,91.68,91.47,91.42,89.98,90.78
Mississippi,90.84,92.3,93.09,94.55,96.13
Mississippi,85.02,85.16,89.91,88.75,89.18
Mississippi,89.04,90.51,90.15,91.58,91.53
Mississippi,90.76,92.43,92.82,93.07,91.86
Mississippi,88.68,89.96,91.57,91.7,94.08
Mississippi,89.64,89.84,93.16,91.67,92.77
Mississippi,90.57,92.27,92.64,95.07,92.9
Mississippi,92.96,93.7,92.82,93.92,96.48
Mississippi,90.95,93.05,92.77,92.35,95.46
Mississippi,73.91,75.67,74.17,79.83,84.35
Mississippi,94.97,95.55,95.76,95.77,95.32
Mississippi,87.99,89.13,92.07,93.09,92.8
Mississippi,76.84,85.06,83.46,83.83,89.6
Mississippi,89.34,90.07,91.83,92.48,92.98
Mississippi,96.11,95.32,96.59,95.7,95.53
Mississippi,91.62,94.38,95.15,96.52,93.33
Mississippi,80.33,82.45,83.95,86.29,89.05
Mississippi,86.47,86.27,85.81,87.59,89.49
Mississippi,91.75,92.28,92.41,93.99,94.62
Mississippi,89.38,91.06,92.26,95.63,93.85
Mississippi,89.98,89.23,90.35,93.78,95.5
Mississippi,89.1,89.85,89.47,92.42,91.91
Mississippi,90.97,91.68,93.66,94.11,94.59
Mississippi,91.51,93.31,93.8,96.27,95.25
Mississippi,92.8,92.07,92.77,93.64,93.28
Mississippi,80.28,83.24,84.93,86.81,89.91
Mississippi,90.18,89.56,90.65,90.87,89.35
Mississippi,89.98,90.61,94.92,95.47,94.15
Mississippi,90.22,87.55,89.07,89.55,92.31
Mississippi,88.55,90.13,91.77,92.89,91.72
Mississippi,94.77,94.69,95.56,94.47,93.33
Mississippi,82.09,84.13,85.04,85.22,87.86
Missouri,93.47,94.5,93.51,94.35,94.28
Missouri,95.6,95.8,96.85,96.99,96
Missouri,96.15,95.93,96.71,97.54,96.54
Missouri,92.1,92.57,92.86,95.42,95.01
Missouri,89.28,92.02,95.29,95.41,96.67
Missouri,94.3,94.6,94.23,92.94,93.32
Missouri,94.42,94.83,95.6,95.46,95
Missouri,90.16,90.29,91.78,91.97,92.75
Missouri,95.61,94.91,95.54,95.97,94.48
Missouri,95.41,95.63,95.73,95.79,96.49
Missouri,93.47,94.28,94.87,95.38,95.06
Missouri,90.39,90.79,90.72,92.12,93.09
Missouri,95.62,96.19,97.48,96.79,96.77
Missouri,94.41,95.7,96.68,96.72,94.32
Missouri,91.25,92.04,93.53,95.27,95.43
Missouri,94.13,94.7,94.85,95.48,95.59
Missouri,91.44,91.83,91.45,93.3,93.82
Missouri,90.47,93.14,92.9,95.76,96.21
Missouri,94.27,95.1,95.69,96.23,95.74
Missouri,90.04,88.82,90.98,93.01,95.22
Missouri,96.33,96.31,96.75,96.56,96.96
Missouri,93.67,94.71,95.75,96.57,96.4
Missouri,95.58,95.4,96.37,96.61,97.02
Missouri,94.83,95.57,95.96,96.1,95.88
Missouri,95.04,96.19,95.02,95.75,96.5
Missouri,95.02,95.59,95.93,96.42,96.13
Missouri,94.64,95.02,95.3,95.8,94.34
Missouri,88.12,88.43,89.92,90.34,92.26
Missouri,91.76,90.72,91.43,90.14,91.25
Missouri,89.17,92.22,94.87,96.45,95.85
Missouri,95.26,96.54,96.83,97.31,97.67
Missouri,94.5,96.63,97.14,97.81,97.98
Missouri,91.88,92.66,93.61,94.63,94.83
Missouri,93.21,92.95,93.83,94.18,95.83
Missouri,92.13,93.05,92.42,93.17,92.47
Missouri,94.11,95.07,95.72,95.58,95.61
Missouri,94.93,96.56,97.56,97.27,98.07
Missouri,94.48,95.9,96.43,96.16,97.21
Missouri,94.21,95.03,95.57,96.15,95.94
Missouri,95.5,96.41,96.47,96.71,95.31
Missouri,96.4,96.66,95.49,95.96,96.74
Missouri,93.06,93.3,93.55,93.99,94.49
Missouri,88.36,90.39,93.46,93.62,90.88
Missouri,95.45,95.75,96.04,96.74,97.34
Missouri,95.41,95.41,95.84,95.58,97.1
Missouri,93.25,95,95.47,95.87,95.55
Missouri,89.66,91.36,92.79,93.59,94.6
Missouri,93.31,94.33,94.94,95.56,95.06
Missouri,93.99,94.53,94.68,94.7,95.13
Missouri,92.64,93.52,94.34,94.7,95.24
Missouri,92.73,93.05,94.86,95.19,95.4
Missouri,93.92,94.21,93.31,93.15,95.57
Missouri,91.57,92.3,93.12,93.57,93.63
Missouri,94.31,94.55,95.56,97.19,97.13
Missouri,93.02,93.75,93.84,93.86,92.24
Missouri,95.21,97.1,97.42,97.24,94.71
Missouri,91.88,93.71,95.84,96.23,95.95
Missouri,96.25,96.84,97.22,98.08,98.01
Missouri,95.65,96.62,97.72,98.12,97.51
Missouri,93.97,93.8,95.59,95.75,95.65
Missouri,91.53,92.55,95.21,94.75,95.38
Missouri,93.94,94.19,95.87,95.68,95.61
Missouri,90.82,92.28,93.07,94,93.48
Missouri,94.02,93.49,94.84,95.43,96.06
Missouri,95.43,96.55,97.48,97.5,96.45
Missouri,93.23,92.92,94.14,95.09,94.11
Missouri,89.19,90.05,92.56,91.06,91.72
Missouri,95.35,94.33,94.78,95.73,95.87
Missouri,94.31,95.49,96.11,97.71,97.97
Missouri,92.63,94.18,96.01,96.19,97.36
Missouri,90.49,92.71,96.19,95.9,95.9
Missouri,88.55,90.65,91.33,93.64,93.35
Missouri,94.1,94.62,96.02,96.15,95.12
Missouri,94.56,95.25,96.15,97.11,97.41
Missouri,94.52,95,97.04,96.51,95.88
Missouri,96.95,96.69,97.57,98.02,98.25
Missouri,90.41,91.57,92.87,94.35,95.68
Missouri,88.9,89.33,90.21,92.11,88.74
Missouri,95.69,95.87,96.24,96.05,95.64
Missouri,93.48,94.21,94.07,94.01,95.21
Missouri,93.84,93.68,93.95,94.85,95.49
Missouri,94.43,95.24,95.48,95.13,95.35
Missouri,95.43,95.98,96.29,96.23,96.61
Missouri,91.08,94.22,95.13,96.22,97.51
Missouri,89.17,91.23,91.18,94.04,95.16
Missouri,97.29,94.14,95.1,97.49,94.51
Missouri,93.39,95.46,95.53,95.3,94.76
Missouri,92.54,93.93,94.27,94.63,95.58
Missouri,92.05,94.6,95.02,96.4,96.64
Missouri,91.18,92.43,93.35,94.55,92.08
Missouri,92.05,92.8,93.2,94.23,95.01
Missouri,95.83,96.36,96.67,97.11,97
Missouri,91.4,92.03,95.89,96.18,96.54
Missouri,95.64,95.36,95.65,96.53,95.52
Missouri,92.72,93.53,94.3,94.99,95.74
Missouri,93.3,94.1,94.83,95.34,95.47
Missouri,95.15,95.39,96.06,96.63,97.11
Missouri,94.04,94,96,96.09,98.34
Missouri,95.13,95.44,95,96.4,97.76
Missouri,93.59,94.04,94.8,95.59,96.1
Missouri,91.63,91.92,93.68,93.89,95.76
Missouri,94.21,95.17,96.56,97.94,98.15
Missouri,91.99,92.91,94.19,94.48,94.67
Missouri,91.79,92.3,93.31,93.59,92.28
Missouri,96.03,96.61,96.93,98,97.85
Missouri,92.52,93.68,94.21,95.23,95.46
Missouri,92.65,92.88,90.9,92.52,93.62
Missouri,95.37,95.87,96.32,95.73,96.14
Missouri,93.38,93.87,94.35,95.51,95.98
Missouri,89.14,90.12,91.04,92.65,92.83
Missouri,90.89,91.91,90.98,93.49,92.09
Missouri,94.37,95.18,95.29,95.51,94.91
Missouri,95.8,95.92,96.15,96.28,97.93
Missouri,90.87,91.56,91.96,92.55,93.73
Missouri,89.37,90.64,91.71,93.04,94.15
Montana,93.13,95.38,96.24,96.2,96.68
Montana,83.17,84.11,86.55,87.99,86.63
Montana,85.79,83.19,84.8,84.9,87.22
Montana,94.39,95.9,93.85,91.18,89.87
Montana,96.26,96.05,96.3,95.86,95.45
Montana,97.34,97.12,97.87,98.16,97.72
Montana,94.99,95.42,95.92,96.15,96.31
Montana,96.6,96.47,97.07,97.31,95.95
Montana,97.83,98.25,97.98,97.4,96.62
Montana,97.97,98.3,98.43,98.19,98.64
Montana,97.82,98.91,98.52,98.21,97.36
Montana,96.27,97.68,96.96,96.41,96.32
Montana,97.11,98.28,97.76,98.87,99.87
Montana,96.97,97.35,97.67,96.94,96.99
Montana,93.47,95.97,96.27,96.54,95.96
Montana,94.73,95.73,96.74,97.17,97.64
Montana,100,100,100,100,100
Montana,89.21,92.39,92.53,93.21,93.73
Montana,97.46,95.64,96.45,96.82,97.82
Montana,92.59,93.06,95.57,96.64,96.41
Montana,94.7,93.64,93.7,94.08,93.6
Montana,93.82,94.27,95.15,96.12,96.57
Montana,97.11,97.08,96.76,96.72,97.65
Montana,91.18,91.99,93.94,92.97,94.17
Montana,95.86,96.81,96.88,96.89,96.52
Montana,94.51,98.09,99.47,100,100
Montana,88.43,90.08,89.64,90.51,91.78
Montana,99.06,98.76,99.75,99.11,98.29
Montana,95.93,96.61,96.73,97.52,97.08
Montana,97.03,96.47,98.29,99.06,99.43
Montana,93.15,92.63,93.23,92.93,93.49
Montana,92.98,93.98,95.71,95.6,95.12
Montana,94.22,94.4,93.79,94.65,93.01
Montana,96.02,97.19,97.18,97.96,98.06
Montana,96.14,94.81,97.02,96.12,96.51
Montana,92.72,91.08,93.14,92.99,94.34
Montana,91.5,94.24,93.09,93.4,91.34
Montana,95.68,97.65,98.67,99.89,99.32
Montana,98.54,98.53,99.08,99.34,98.8
Montana,93.11,97.51,95.27,95.15,97.67
Montana,92.26,93.21,94.1,94.69,94.34
Montana,97.45,97.44,97.58,97.75,97.53
Montana,93.77,89.81,88.03,88.04,89.26
Montana,90.44,91.39,92.1,93.4,94.16
Montana,90.74,92.44,91.56,94.48,95.05
Montana,97.37,97.31,97.17,97.91,97.69
Montana,92.96,94.14,95.01,95.44,94.68
Montana,96.17,96.39,96.11,96.69,95.74
Montana,99.56,99.08,99.21,99.18,98.83
Montana,94.53,98.28,98.16,98.29,98.66
Montana,98.98,99.01,99.14,97.99,97.1
Montana,100,100,100,100,98.76
Montana,95.42,95.56,94.42,94.82,93.95
Montana,97.22,96.63,96.63,96.82,98.43
Montana,97.26,98.43,97.93,99.82,99.61
Montana,96.26,96.45,96.57,96.72,96.57
Nebraska,94.62,95.84,96.7,97.52,97.63
Nebraska,98.24,98.13,98.03,97.75,98.15
Nebraska,96.32,99.44,98.99,99.5,99.56
Nebraska,92.66,96.84,98.78,99.5,98.48
Nebraska,99,98.95,100,100,100
Nebraska,98.49,98.26,98.32,98.34,98.6
Nebraska,95.85,94.92,94.84,94.98,95.19
Nebraska,98.99,98.36,98.53,98.6,98.25
Nebraska,99.63,99.44,99.41,99.49,99.23
Nebraska,96.72,96.92,97.03,97.34,97.23
Nebraska,97.21,96.48,97.05,96.13,95.63
Nebraska,95.45,95.57,96.85,98.16,98.48
Nebraska,96.52,97.17,97.03,96.76,97.29
Nebraska,98.18,98.37,98.76,98.94,98.29
Nebraska,98.46,97.66,97.54,97.53,96.48
Nebraska,97.74,97.41,98.39,99.7,99.91
Nebraska,97.64,97.52,97.22,97.65,97.29
Nebraska,97.23,96.98,96.43,96.48,96.7
Nebraska,94.56,96.49,96.84,97.86,98.26
Nebraska,97.46,97.39,96.46,97.05,97.11
