state,pct,COUNTY
Alabama,58.37,Autauga County
Alabama,60.67,Baldwin County
Alabama,43,Barbour County
Alabama,54.12,Bibb County
Alabama,59.56,Blount County
Alabama,46.76,Bullock County
Alabama,54.84,Butler County
Alabama,55.47,Calhoun County
Alabama,56.1,Chambers County
Alabama,59.78,Cherokee County
Alabama,58.25,Chilton County
Alabama,51.05,Choctaw County
Alabama,50.63,Clarke County
Alabama,54.49,Clay County
Alabama,57.87,Cleburne County
Alabama,47.61,Coffee County
Alabama,61.21,Colbert County
Alabama,49.1,Conecuh County
Alabama,56.91,Coosa County
Alabama,56.47,Covington County
Alabama,55.02,Crenshaw County
Alabama,57.24,Cullman County
Alabama,44.7,Dale County
Alabama,44.02,Dallas County
Alabama,53.68,DeKalb County
Alabama,62.31,Elmore County
Alabama,53.7,Escambia County
Alabama,56.22,Etowah County
Alabama,54.55,Fayette County
Alabama,52.25,Franklin County
Alabama,47.69,Geneva County
Alabama,38.57,Greene County
Alabama,46.81,Hale County
Alabama,55.42,Henry County
Alabama,52.89,Houston County
Alabama,57.5,Jackson County
Alabama,60.95,Jefferson County
Alabama,54.88,Lamar County
Alabama,62.38,Lauderdale County
Alabama,59.83,Lawrence County
Alabama,66.71,Lee County
Alabama,65.3,Limestone County
Alabama,45.92,Lowndes County
Alabama,50.92,Macon County
Alabama,67.11,Madison County
Alabama,53.38,Marengo County
Alabama,53.69,Marion County
Alabama,54.76,Marshall County
Alabama,54.11,Mobile County
Alabama,48.27,Monroe County
Alabama,52.94,Montgomery County
Alabama,60.49,Morgan County
Alabama,43.77,Perry County
Alabama,49.89,Pickens County
Alabama,61.06,Pike County
Alabama,56.98,Randolph County
Alabama,42.54,Russell County
Alabama,64.49,St. Clair County
Alabama,74.37,Shelby County
Alabama,42.84,Sumter County
Alabama,55.01,Talladega County
Alabama,54.39,Tallapoosa County
Alabama,66,Tuscaloosa County
Alabama,56.55,Walker County
Alabama,55.67,Washington County
Alabama,39.01,Wilcox County
Alabama,50.84,Winston County
Alaska,39.66,Aleutians East Borough
Alaska,66.3,Aleutians West Census Area
Alaska,56.35,Anchorage Municipality
Alaska,27.52,Bethel Census Area
Alaska,57.66,Bristol Bay Borough
Alaska,62.37,Chugach Census Area
Alaska,47.55,Copper River Census Area
Alaska,73.7,Denali Borough
Alaska,32.31,Dillingham Census Area
Alaska,55.22,Fairbanks North Star Borough
Alaska,46.85,Haines Borough
Alaska,43.18,Hoonah-Angoon Census Area
Alaska,66.92,Juneau City and Borough
Alaska,52.19,Kenai Peninsula Borough
Alaska,60.35,Ketchikan Gateway Borough
Alaska,44.74,Kodiak Island Borough
Alaska,15.23,Kusilvak Census Area
Alaska,34.69,Lake and Peninsula Borough
Alaska,50.31,Matanuska-Susitna Borough
Alaska,32.59,Nome Census Area
Alaska,58.07,North Slope Borough
Alaska,29.94,Northwest Arctic Borough
Alaska,56.04,Petersburg Census Area
Alaska,38.99,Prince of Wales-Hyder Census Area
Alaska,58.01,Sitka City and Borough
Alaska,69.69,Skagway Municipality
Alaska,48.03,Southeast Fairbanks Census Area
Alaska,51.06,Wrangell City and Borough
Alaska,52.26,Yakutat City and Borough
Alaska,27.65,Yukon-Koyukuk Census Area
Arizona,29.76,Apache County
Arizona,44.27,Cochise County
Arizona,60.48,Coconino County
Arizona,47.11,Gila County
Arizona,53.25,Graham County
Arizona,73.48,Greenlee County
Arizona,44,La Paz County
Arizona,59.64,Maricopa County
Arizona,45.48,Mohave County
Arizona,37.05,Navajo County
Arizona,52.94,Pima County
Arizona,54.86,Pinal County
Arizona,38.85,Santa Cruz County
Arizona,52.38,Yavapai County
Arizona,43.43,Yuma County
Arkansas,51.49,Arkansas County
Arkansas,43.99,Ashley County
Arkansas,50.14,Baxter County
Arkansas,65.88,Benton County
Arkansas,55.39,Boone County
Arkansas,44.17,Bradley County
Arkansas,45.19,Calhoun County
Arkansas,46.89,Carroll County
Arkansas,35.5,Chicot County
Arkansas,56.12,Clark County
Arkansas,44.93,Clay County
Arkansas,49.82,Cleburne County
Arkansas,54.65,Cleveland County
Arkansas,51.74,Columbia County
Arkansas,46.17,Conway County
Arkansas,54.69,Craighead County
Arkansas,48.6,Crawford County
Arkansas,46.91,Crittenden County
Arkansas,46.18,Cross County
Arkansas,44.32,Dallas County
Arkansas,44.82,Desha County
Arkansas,53.07,Drew County
Arkansas,61.95,Faulkner County
Arkansas,45.01,Franklin County
Arkansas,39.51,Fulton County
Arkansas,47.58,Garland County
Arkansas,54.95,Grant County
Arkansas,50.4,Greene County
Arkansas,47.3,Hempstead County
Arkansas,49.52,Hot Spring County
Arkansas,43.71,Howard County
Arkansas,50.34,Independence County
Arkansas,43.97,Izard County
Arkansas,39.08,Jackson County
Arkansas,50.5,Jefferson County
Arkansas,49.74,Johnson County
Arkansas,42.15,Lafayette County
Arkansas,46.65,Lawrence County
Arkansas,37.53,Lee County
Arkansas,53.08,Lincoln County
Arkansas,57.8,Little River County
Arkansas,51.75,Logan County
Arkansas,53.36,Lonoke County
Arkansas,49.49,Madison County
Arkansas,49.13,Marion County
Arkansas,47.1,Miller County
Arkansas,47.58,Mississippi County
Arkansas,44.32,Monroe County
Arkansas,45.6,Montgomery County
Arkansas,39.57,Nevada County
Arkansas,53.27,Newton County
Arkansas,43.11,Ouachita County
Arkansas,51.72,Perry County
Arkansas,36.64,Phillips County
Arkansas,52.18,Pike County
Arkansas,37.14,Poinsett County
Arkansas,43.09,Polk County
Arkansas,52.73,Pope County
Arkansas,55.37,Prairie County
Arkansas,54.06,Pulaski County
Arkansas,43.22,Randolph County
Arkansas,39.81,St. Francis County
Arkansas,63.26,Saline County
Arkansas,46.25,Scott County
Arkansas,44.08,Searcy County
Arkansas,50.48,Sebastian County
Arkansas,42.68,Sevier County
Arkansas,36.77,Sharp County
Arkansas,34.72,Stone County
Arkansas,55.31,Union County
Arkansas,39.35,Van Buren County
Arkansas,60.72,Washington County
Arkansas,52.8,White County
Arkansas,48.42,Woodruff County
Arkansas,51.89,Yell County
California,70.14,Alameda County
California,50.73,Alpine County
California,60.36,Amador County
California,53.39,Butte County
California,57.1,Calaveras County
California,51.06,Colusa County
California,69.36,Contra Costa County
California,44.13,Del Norte County
California,67.23,El Dorado County
California,47.1,Fresno County
California,48.43,Glenn County
California,49.69,Humboldt County
California,39.73,Imperial County
California,60.31,Inyo County
California,46.33,Kern County
California,44.06,Kings County
California,39.15,Lake County
California,61.98,Lassen County
California,55.13,Los Angeles County
California,43.53,Madera County
California,74.42,Marin County
California,50.17,Mariposa County
California,42.36,Mendocino County
California,43.53,Merced County
California,47.35,Modoc County
California,65.94,Mono County
California,51.46,Monterey County
California,66.66,Napa County
California,59.67,Nevada County
California,64.16,Orange County
California,72.57,Placer County
California,57.68,Plumas County
California,52.9,Riverside County
California,59.55,Sacramento County
California,61.25,San Benito County
California,51.66,San Bernardino County
California,60.03,San Diego County
California,72.56,San Francisco County
California,55.29,San Joaquin County
California,67.33,San Luis Obispo County
California,75.12,San Mateo County
California,57.7,Santa Barbara County
California,73.61,Santa Clara County
California,66.21,Santa Cruz County
California,53.17,Shasta County
California,62.75,Sierra County
California,46.03,Siskiyou County
California,62.66,Solano County
California,66.07,Sonoma County
California,53.51,Stanislaus County
California,50.07,Sutter County
California,47.15,Tehama County
California,44.27,Trinity County
California,40.16,Tulare County
California,58.55,Tuolumne County
California,62.04,Ventura County
California,67.85,Yolo County
California,47.01,Yuba County
Colorado,60.41,Adams County
Colorado,46.66,Alamosa County
Colorado,66.53,Arapahoe County
Colorado,51.54,Archuleta County
Colorado,49.8,Baca County
Colorado,43.31,Bent County
Colorado,75.52,Boulder County
Colorado,76.22,Broomfield County
Colorado,54.89,Chaffee County
Colorado,63.04,Cheyenne County
Colorado,65.21,Clear Creek County
Colorado,36.7,Conejos County
Colorado,30.42,Costilla County
Colorado,35.45,Crowley County
Colorado,53.2,Custer County
Colorado,42.73,Delta County
Colorado,61.62,Denver County
Colorado,65.72,Dolores County
Colorado,81.16,Douglas County
Colorado,68.26,Eagle County
Colorado,68.15,Elbert County
Colorado,51.64,El Paso County
Colorado,49.88,Fremont County
Colorado,52.17,Garfield County
Colorado,70.13,Gilpin County
Colorado,68.89,Grand County
Colorado,66.7,Gunnison County
Colorado,49.94,Hinsdale County
Colorado,43.03,Huerfano County
Colorado,57.13,Jackson County
Colorado,71.4,Jefferson County
Colorado,64.51,Kiowa County
Colorado,54.76,Kit Carson County
Colorado,58.85,Lake County
Colorado,62.87,La Plata County
Colorado,70.13,Larimer County
Colorado,45.9,Las Animas County
Colorado,61.09,Lincoln County
Colorado,54.9,Logan County
Colorado,54.37,Mesa County
Colorado,61.11,Mineral County
Colorado,55.52,Moffat County
Colorado,48.49,Montezuma County
Colorado,44.07,Montrose County
Colorado,55.05,Morgan County
Colorado,46.56,Otero County
Colorado,54.07,Ouray County
Colorado,60.49,Park County
Colorado,55.2,Phillips County
Colorado,72.07,Pitkin County
Colorado,43.07,Prowers County
Colorado,47.71,Pueblo County
Colorado,58.81,Rio Blanco County
Colorado,43.53,Rio Grande County
Colorado,71.75,Routt County
Colorado,36.94,Saguache County
Colorado,56.04,San Juan County
Colorado,70.68,San Miguel County
Colorado,53.71,Sedgwick County
Colorado,65.77,Summit County
Colorado,52.59,Teller County
Colorado,54.52,Washington County
Colorado,62.42,Weld County
Colorado,56.05,Yuma County
Connecticut,67.1,Fairfield County
Connecticut,65.2,Hartford County
Connecticut,67.82,Litchfield County
Connecticut,72.45,Middlesex County
Connecticut,62.78,New Haven County
Connecticut,62.94,New London County
Connecticut,75.92,Tolland County
Connecticut,63.62,Windham County
Delaware,54.12,Kent County
Delaware,67.62,New Castle County
Delaware,58,Sussex County
District of Columbia,64.78,District of Columbia
Florida,68.52,Alachua County
Florida,54.12,Baker County
Florida,47.37,Bay County
Florida,47.44,Bradford County
Florida,55.67,Brevard County
Florida,58.6,Broward County
Florida,41.96,Calhoun County
Florida,52.49,Charlotte County
Florida,46.22,Citrus County
Florida,55.96,Clay County
Florida,57.9,Collier County
Florida,48.78,Columbia County
Florida,33.58,DeSoto County
Florida,40.71,Dixie County
Florida,55.4,Duval County
Florida,52.18,Escambia County
Florida,52.55,Flagler County
Florida,45.74,Franklin County
Florida,48.61,Gadsden County
Florida,49.16,Gilchrist County
Florida,36.48,Glades County
Florida,51.04,Gulf County
Florida,42.64,Hamilton County
Florida,39.99,Hardee County
Florida,38.21,Hendry County
Florida,47.07,Hernando County
Florida,43.41,Highlands County
Florida,57.76,Hillsborough County
Florida,42.68,Holmes County
Florida,51.42,Indian River County
Florida,51.86,Jackson County
Florida,54.82,Jefferson County
Florida,50.5,Lafayette County
Florida,54.95,Lake County
Florida,54.39,Lee County
Florida,69.88,Leon County
Florida,43.38,Levy County
Florida,46.9,Liberty County
Florida,48.46,Madison County
Florida,55.19,Manatee County
Florida,47.74,Marion County
Florida,59.39,Martin County
Florida,52.2,Miami-Dade County
Florida,55.28,Monroe County
Florida,57.1,Nassau County
Florida,42.99,Okaloosa County
Florida,44.56,Okeechobee County
Florida,60.46,Orange County
Florida,54.32,Osceola County
Florida,58.19,Palm Beach County
Florida,52.73,Pasco County
Florida,57.65,Pinellas County
Florida,51.42,Polk County
Florida,38.26,Putnam County
Florida,69.15,St. Johns County
Florida,50.43,St. Lucie County
Florida,52.11,Santa Rosa County
Florida,58.28,Sarasota County
Florida,67.4,Seminole County
Florida,49.29,Sumter County
Florida,49.73,Suwannee County
Florida,48.46,Taylor County
Florida,56.19,Union County
Florida,55.43,Volusia County
Florida,67.34,Wakulla County
Florida,55.12,Walton County
Florida,46.92,Washington County
Georgia,47.86,Appling County
Georgia,36.03,Atkinson County
Georgia,44.38,Bacon County
Georgia,40.81,Baker County
Georgia,64.38,Baldwin County
Georgia,58.07,Banks County
Georgia,58.15,Barrow County
Georgia,59.62,Bartow County
Georgia,41.88,Ben Hill County
Georgia,42,Berrien County
Georgia,49.99,Bibb County
Georgia,57.52,Bleckley County
Georgia,37.57,Brantley County
Georgia,50.38,Brooks County
Georgia,55.17,Bryan County
Georgia,63.31,Bulloch County
Georgia,53.91,Burke County
Georgia,53.27,Butts County
Georgia,43.82,Calhoun County
Georgia,49.84,Camden County
Georgia,45.47,Candler County
Georgia,60.31,Carroll County
Georgia,64.22,Catoosa County
Georgia,45.13,Charlton County
Georgia,54.83,Chatham County
Georgia,25.58,Chattahoochee County
Georgia,45.05,Chattooga County
Georgia,70.04,Cherokee County
Georgia,65.11,Clarke County
Georgia,41.77,Clay County
Georgia,47.86,Clayton County
Georgia,40.88,Clinch County
Georgia,69.71,Cobb County
Georgia,48.47,Coffee County
Georgia,40.92,Colquitt County
Georgia,60.64,Columbia County
Georgia,47.57,Cook County
Georgia,69.04,Coweta County
Georgia,50.64,Crawford County
Georgia,40.59,Crisp County
Georgia,58.63,Dade County
Georgia,62.47,Dawson County
Georgia,41.07,Decatur County
Georgia,60.27,DeKalb County
Georgia,56.95,Dodge County
Georgia,50.43,Dooly County
Georgia,43.4,Dougherty County
Georgia,60.46,Douglas County
Georgia,39.72,Early County
Georgia,52.1,Echols County
Georgia,67.76,Effingham County
Georgia,45.42,Elbert County
Georgia,42.18,Emanuel County
Georgia,43.02,Evans County
Georgia,49.97,Fannin County
Georgia,71.12,Fayette County
Georgia,55.62,Floyd County
Georgia,78.98,Forsyth County
Georgia,52.65,Franklin County
Georgia,67.98,Fulton County
Georgia,46.12,Gilmer County
Georgia,53.17,Glascock County
Georgia,53.33,Glynn County
Georgia,55.93,Gordon County
Georgia,45.7,Grady County
Georgia,48.76,Greene County
Georgia,62.91,Gwinnett County
Georgia,56.74,Habersham County
Georgia,57.81,Hall County
Georgia,47.48,Hancock County
Georgia,58.21,Haralson County
Georgia,62.79,Harris County
Georgia,51.39,Hart County
Georgia,47.48,Heard County
Georgia,65.77,Henry County
Georgia,54.87,Houston County
Georgia,46.45,Irwin County
Georgia,61.18,Jackson County
Georgia,51.61,Jasper County
Georgia,39.04,Jeff Davis County
Georgia,44.91,Jefferson County
Georgia,37.54,Jenkins County
Georgia,44.21,Johnson County
Georgia,61.46,Jones County
Georgia,53.83,Lamar County
Georgia,44.66,Lanier County
Georgia,51.84,Laurens County
Georgia,62.86,Lee County
Georgia,36.76,Liberty County
Georgia,50.01,Lincoln County
Georgia,38.97,Long County
Georgia,52.96,Lowndes County
Georgia,68.1,Lumpkin County
Georgia,44.4,McDuffie County
Georgia,48.03,McIntosh County
Georgia,37.45,Macon County
Georgia,51.75,Madison County
Georgia,49.6,Marion County
Georgia,50.58,Meriwether County
Georgia,47.36,Miller County
Georgia,40.92,Mitchell County
Georgia,62.35,Monroe County
Georgia,55.18,Montgomery County
Georgia,60.69,Morgan County
Georgia,53.52,Murray County
Georgia,45.99,Muscogee County
Georgia,53.84,Newton County
Georgia,74.98,Oconee County
Georgia,54.35,Oglethorpe County
Georgia,66.01,Paulding County
Georgia,49.8,Peach County
Georgia,57.15,Pickens County
Georgia,45.85,Pierce County
Georgia,64.33,Pike County
Georgia,54.11,Polk County
Georgia,46.84,Pulaski County
Georgia,49.22,Putnam County
Georgia,41.88,Quitman County
Georgia,49.56,Rabun County
Georgia,32.77,Randolph County
Georgia,46.06,Richmond County
Georgia,56.69,Rockdale County
Georgia,56.11,Schley County
Georgia,46.54,Screven County
Georgia,35.86,Seminole County
Georgia,47.65,Spalding County
Georgia,49,Stephens County
Georgia,41.79,Stewart County
Georgia,52.2,Sumter County
Georgia,48.72,Talbot County
Georgia,35.32,Taliaferro County
Georgia,48.49,Tattnall County
Georgia,43.55,Taylor County
Georgia,45.14,Telfair County
Georgia,38.67,Terrell County
Georgia,53.08,Thomas County
Georgia,48.14,Tift County
Georgia,39.66,Toombs County
Georgia,55.75,Towns County
Georgia,40.56,Treutlen County
Georgia,58.51,Troup County
Georgia,41.71,Turner County
Georgia,51.79,Twiggs County
Georgia,50,Union County
Georgia,52.18,Upson County
Georgia,53.66,Walker County
Georgia,61.21,Walton County
Georgia,43.16,Ware County
Georgia,45.89,Warren County
Georgia,47.17,Washington County
Georgia,48.77,Wayne County
Georgia,47.08,Webster County
Georgia,36.07,Wheeler County
Georgia,58.85,White County
Georgia,55.29,Whitfield County
Georgia,50.63,Wilcox County
Georgia,49.61,Wilkes County
Georgia,50.37,Wilkinson County
Georgia,46.86,Worth County
Hawaii,58.35,Hawaii County
Hawaii,66.15,Honolulu County
Hawaii,98.38,Kalawao County
Hawaii,66.22,Kauai County
Hawaii,67.92,Maui County
Idaho,71,Ada County
Idaho,53.87,Adams County
Idaho,63.01,Bannock County
Idaho,72.88,Bear Lake County
Idaho,52,Benewah County
Idaho,59.59,Bingham County
Idaho,61.26,Blaine County
Idaho,57.93,Boise County
Idaho,56,Bonner County
Idaho,64.62,Bonneville County
Idaho,47.96,Boundary County
Idaho,50.66,Butte County
Idaho,49.49,Camas County
Idaho,53.74,Canyon County
Idaho,67.01,Caribou County
Idaho,62.03,Cassia County
Idaho,46.21,Clark County
Idaho,53.21,Clearwater County
Idaho,51.65,Custer County
Idaho,35.07,Elmore County
Idaho,66.79,Franklin County
Idaho,52.78,Fremont County
Idaho,52.11,Gem County
Idaho,53.46,Gooding County
Idaho,51.79,Idaho County
Idaho,65.97,Jefferson County
Idaho,52.62,Jerome County
Idaho,61.18,Kootenai County
Idaho,74.71,Latah County
Idaho,48.11,Lemhi County
Idaho,48.39,Lewis County
Idaho,48.44,Lincoln County
Idaho,69.52,Madison County
Idaho,52.87,Minidoka County
Idaho,61.45,Nez Perce County
Idaho,66.58,Oneida County
Idaho,46.33,Owyhee County
Idaho,57.52,Payette County
Idaho,56.99,Power County
Idaho,45.95,Shoshone County
Idaho,73.89,Teton County
Idaho,60.73,Twin Falls County
Idaho,58.93,Valley County
Idaho,55,Washington County
Illinois,63.58,Adams County
Illinois,40.48,Alexander County
Illinois,62.45,Bond County
Illinois,66.86,Boone County
Illinois,58.68,Brown County
Illinois,65.02,Bureau County
Illinois,67.45,Calhoun County
Illinois,63.66,Carroll County
Illinois,61.71,Cass County
Illinois,73.88,Champaign County
Illinois,63.33,Christian County
Illinois,65.64,Clark County
Illinois,58.3,Clay County
Illinois,69.43,Clinton County
Illinois,57.56,Coles County
Illinois,62.27,Cook County
Illinois,63.64,Crawford County
Illinois,63.49,Cumberland County
Illinois,68.8,DeKalb County
Illinois,68.11,De Witt County
Illinois,56.69,Douglas County
Illinois,76.66,DuPage County
Illinois,60.78,Edgar County
Illinois,62.22,Edwards County
Illinois,66.28,Effingham County
Illinois,56.44,Fayette County
Illinois,59.98,Ford County
Illinois,52.11,Franklin County
Illinois,61.14,Fulton County
Illinois,57.36,Gallatin County
Illinois,54.96,Greene County
Illinois,74.56,Grundy County
Illinois,63.64,Hamilton County
Illinois,62.29,Hancock County
Illinois,52.89,Hardin County
Illinois,67.13,Henderson County
Illinois,68.34,Henry County
Illinois,61.37,Iroquois County
Illinois,59.84,Jackson County
Illinois,61.84,Jasper County
Illinois,55.92,Jefferson County
Illinois,69.21,Jersey County
Illinois,68.68,Jo Daviess County
Illinois,61.09,Johnson County
Illinois,68.37,Kane County
Illinois,63.97,Kankakee County
Illinois,79.53,Kendall County
Illinois,62.05,Knox County
Illinois,71.26,Lake County
Illinois,65.92,LaSalle County
Illinois,58.55,Lawrence County
Illinois,66.02,Lee County
Illinois,66.7,Livingston County
Illinois,68.28,Logan County
Illinois,66.4,McDonough County
Illinois,75.78,McHenry County
Illinois,75.02,McLean County
Illinois,61.68,Macon County
Illinois,61.82,Macoupin County
Illinois,67.24,Madison County
Illinois,52.2,Marion County
Illinois,67.17,Marshall County
Illinois,57.07,Mason County
Illinois,52.92,Massac County
Illinois,70.74,Menard County
Illinois,70.82,Mercer County
Illinois,80.46,Monroe County
Illinois,67.76,Montgomery County
Illinois,63.3,Morgan County
Illinois,60.84,Moultrie County
Illinois,67.54,Ogle County
Illinois,63.41,Peoria County
Illinois,58.02,Perry County
Illinois,75.67,Piatt County
Illinois,55.89,Pike County
Illinois,46.72,Pope County
Illinois,41.91,Pulaski County
Illinois,70.09,Putnam County
Illinois,62.61,Randolph County
Illinois,59.29,Richland County
Illinois,62.93,Rock Island County
Illinois,56.32,St. Clair County
Illinois,52.99,Saline County
Illinois,67.95,Sangamon County
Illinois,59.58,Schuyler County
Illinois,63.9,Scott County
Illinois,68.73,Shelby County
Illinois,64.68,Stark County
Illinois,56.17,Stephenson County
Illinois,69.98,Tazewell County
Illinois,56.12,Union County
Illinois,55.9,Vermilion County
Illinois,58.69,Wabash County
Illinois,62.77,Warren County
Illinois,72.54,Washington County
Illinois,56.42,Wayne County
Illinois,55.53,White County
Illinois,64.77,Whiteside County
Illinois,74.53,Will County
Illinois,60.51,Williamson County
Illinois,58.38,Winnebago County
Illinois,76.37,Woodford County
Indiana,59.43,Adams County
Indiana,63.29,Allen County
Indiana,68.51,Bartholomew County
Indiana,58.52,Benton County
Indiana,60.46,Blackford County
Indiana,77.3,Boone County
Indiana,65.78,Brown County
Indiana,63.36,Carroll County
Indiana,64.23,Cass County
Indiana,67.18,Clark County
Indiana,66.33,Clay County
Indiana,61.83,Clinton County
Indiana,53.67,Crawford County
Indiana,50.45,Daviess County
Indiana,69.6,Dearborn County
Indiana,69.7,Decatur County
Indiana,69.82,DeKalb County
Indiana,62.11,Delaware County
Indiana,75.02,Dubois County
Indiana,59.34,Elkhart County
Indiana,55.96,Fayette County
Indiana,69.52,Floyd County
Indiana,60.04,Fountain County
Indiana,68.51,Franklin County
Indiana,60.9,Fulton County
Indiana,73.16,Gibson County
Indiana,56.47,Grant County
Indiana,63.56,Greene County
Indiana,82.03,Hamilton County
Indiana,74.34,Hancock County
Indiana,66.56,Harrison County
Indiana,76.96,Hendricks County
Indiana,58.51,Henry County
Indiana,64.98,Howard County
Indiana,68.13,Huntington County
Indiana,65.18,Jackson County
Indiana,67.82,Jasper County
Indiana,56.13,Jay County
Indiana,61.83,Jefferson County
Indiana,63.79,Jennings County
Indiana,70.33,Johnson County
Indiana,63.74,Knox County
Indiana,65.54,Kosciusko County
Indiana,40.6,LaGrange County
Indiana,62.68,Lake County
Indiana,62.27,LaPorte County
Indiana,63.68,Lawrence County
Indiana,56.63,Madison County
Indiana,57.92,Marion County
Indiana,61.97,Marshall County
Indiana,69.13,Martin County
Indiana,59.57,Miami County
Indiana,71.2,Monroe County
Indiana,66.08,Montgomery County
Indiana,65.88,Morgan County
Indiana,64.98,Newton County
Indiana,65.86,Noble County
Indiana,66.22,Ohio County
Indiana,58.2,Orange County
Indiana,55.03,Owen County
Indiana,55.85,Parke County
Indiana,69.55,Perry County
Indiana,69.29,Pike County
Indiana,73.13,Porter County
Indiana,70.9,Posey County
Indiana,66.44,Pulaski County
Indiana,70.61,Putnam County
Indiana,61.79,Randolph County
Indiana,66.32,Ripley County
Indiana,60.85,Rush County
Indiana,63.63,St. Joseph County
Indiana,57.18,Scott County
Indiana,64.3,Shelby County
Indiana,69.24,Spencer County
Indiana,54.71,Starke County
Indiana,65.31,Steuben County
Indiana,56.64,Sullivan County
Indiana,53.19,Switzerland County
Indiana,73.79,Tippecanoe County
Indiana,67.53,Tipton County
Indiana,69.16,Union County
Indiana,61.18,Vanderburgh County
Indiana,62.53,Vermillion County
Indiana,59.94,Vigo County
Indiana,65.81,Wabash County
Indiana,68.86,Warren County
Indiana,74.56,Warrick County
Indiana,57.58,Washington County
Indiana,54.05,Wayne County
Indiana,68.21,Wells County
Indiana,63.13,White County
Indiana,69.46,Whitley County
Iowa,62.01,Adair County
Iowa,64.34,Adams County
Iowa,62.4,Allamakee County
Iowa,50.99,Appanoose County
Iowa,62.46,Audubon County
Iowa,73.68,Benton County
Iowa,66.25,Black Hawk County
Iowa,71.39,Boone County
Iowa,75.4,Bremer County
Iowa,67.41,Buchanan County
Iowa,63.6,Buena Vista County
Iowa,69.16,Butler County
Iowa,65.03,Calhoun County
Iowa,68.79,Carroll County
Iowa,61.44,Cass County
Iowa,73.98,Cedar County
Iowa,65.97,Cerro Gordo County
Iowa,65.73,Cherokee County
Iowa,70.64,Chickasaw County
Iowa,58.4,Clarke County
Iowa,64.4,Clay County
Iowa,65.03,Clayton County
Iowa,61.57,Clinton County
Iowa,61.58,Crawford County
Iowa,79.66,Dallas County
Iowa,47.97,Davis County
Iowa,57.74,Decatur County
Iowa,74.67,Delaware County
Iowa,61.39,Des Moines County
Iowa,65.22,Dickinson County
Iowa,71.21,Dubuque County
Iowa,64.7,Emmet County
Iowa,62.99,Fayette County
Iowa,62.23,Floyd County
Iowa,63.52,Franklin County
Iowa,63.2,Fremont County
Iowa,65.91,Greene County
Iowa,77.19,Grundy County
Iowa,67.55,Guthrie County
Iowa,69.27,Hamilton County
Iowa,68.22,Hancock County
Iowa,66.57,Hardin County
Iowa,69.55,Harrison County
Iowa,64.26,Henry County
Iowa,63.45,Howard County
Iowa,62.66,Humboldt County
Iowa,63.73,Ida County
Iowa,72.28,Iowa County
Iowa,67.51,Jackson County
Iowa,68.1,Jasper County
Iowa,60.18,Jefferson County
Iowa,77.17,Johnson County
Iowa,66.47,Jones County
Iowa,62.25,Keokuk County
Iowa,62.29,Kossuth County
Iowa,61.19,Lee County
Iowa,70.58,Linn County
Iowa,68.24,Louisa County
Iowa,56.89,Lucas County
Iowa,69.43,Lyon County
Iowa,76.18,Madison County
Iowa,64.26,Mahaska County
Iowa,70.71,Marion County
Iowa,62.11,Marshall County
Iowa,65.9,Mills County
Iowa,64.24,Mitchell County
Iowa,61.69,Monona County
Iowa,66.03,Monroe County
Iowa,63.16,Montgomery County
Iowa,67.8,Muscatine County
Iowa,68.96,O'Brien County
Iowa,62.03,Osceola County
Iowa,63.51,Page County
Iowa,68.46,Palo Alto County
Iowa,71.04,Plymouth County
Iowa,61.36,Pocahontas County
Iowa,67.3,Polk County
Iowa,61.1,Pottawattamie County
Iowa,72.04,Poweshiek County
Iowa,60.46,Ringgold County
Iowa,61.83,Sac County
Iowa,67.26,Scott County
Iowa,63.58,Shelby County
Iowa,73.23,Sioux County
Iowa,79.62,Story County
Iowa,63.54,Tama County
Iowa,67.59,Taylor County
Iowa,61.84,Union County
Iowa,53.42,Van Buren County
Iowa,59.01,Wapello County
Iowa,74.9,Warren County
Iowa,63.14,Washington County
Iowa,52.92,Wayne County
Iowa,61.02,Webster County
Iowa,71.8,Winnebago County
Iowa,74.99,Winneshiek County
Iowa,58.29,Woodbury County
Iowa,68.32,Worth County
Iowa,63.63,Wright County
Kansas,63.91,Allen County
Kansas,57.31,Anderson County
Kansas,69.89,Atchison County
Kansas,70.12,Barber County
Kansas,60.3,Barton County
Kansas,59.85,Bourbon County
Kansas,62.72,Brown County
Kansas,68.83,Butler County
Kansas,69.67,Chase County
Kansas,55.35,Chautauqua County
Kansas,58.72,Cherokee County
Kansas,66.46,Cheyenne County
Kansas,73.65,Clark County
Kansas,59.68,Clay County
Kansas,68.13,Cloud County
Kansas,67.47,Coffey County
Kansas,77.06,Comanche County
Kansas,63.85,Cowley County
Kansas,59.75,Crawford County
Kansas,66.8,Decatur County
Kansas,62.27,Dickinson County
Kansas,67.92,Doniphan County
Kansas,74.84,Douglas County
Kansas,65.74,Edwards County
Kansas,51.67,Elk County
Kansas,74.71,Ellis County
Kansas,66.4,Ellsworth County
Kansas,67.39,Finney County
Kansas,66.95,Ford County
Kansas,68.33,Franklin County
Kansas,39.04,Geary County
Kansas,66.05,Gove County
Kansas,63.35,Graham County
Kansas,58.5,Grant County
Kansas,69.98,Gray County
Kansas,72.29,Greeley County
Kansas,63.27,Greenwood County
Kansas,57.76,Hamilton County
Kansas,59.44,Harper County
Kansas,68.57,Harvey County
Kansas,62.98,Haskell County
Kansas,69.55,Hodgeman County
Kansas,67.14,Jackson County
